n c 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.027e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.028e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.029e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.030e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.031e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.032e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.033e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.034e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.035e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.036e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.037e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.038e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.039e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.040e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.041e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.042e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.043e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.044e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.045e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.046e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.047e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.048e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.049e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
  4.050e+06 -1.396e-03 
