n c 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.020e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.021e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.022e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.023e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.024e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.025e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.026e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.027e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.028e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.029e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
  4.030e+06 -8.613e-3 
